C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,regression target,classification target
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,75.0,Portuguese,no,no,no,yes,female,no,20,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,15.5,2.8,-4.06,0.6729999999999999,failure
single,2nd phase - general contingent,second choice,Communication Design,,Secondary education,68.5,Portuguese,no,no,no,yes,female,yes,22,no,0,6.0,7,6,12.16666667,0,0.0,6.0,9,4.0,12.0,0,9.4,-0.8,-3.12,0.659,success
single,Technological specialization diploma holders,second choice,Management (evening attendance),evening,Technological specialization course,70.0,Portuguese,no,no,no,yes,female,yes,26,no,2,6.0,7,6,12.66666667,0,2.0,6.0,7,6.0,13.16666667,1,9.4,-0.8,-3.12,0.7,success
single,2nd phase - general contingent,third choice,Advertising and Marketing Management,daytime,Secondary education,62.0,Portuguese,no,no,no,yes,female,no,19,no,0,5.0,5,5,14.2,0,0.0,5.0,5,5.0,14.2,0,7.6,2.6,0.32,0.622,success
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,62.5,Portuguese,no,no,no,yes,male,no,21,no,0,5.0,7,5,,0,0.0,5.0,5,4.0,11.0,0,9.4,-0.8,-3.12,0.613,failure
single,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,67.5,Portuguese,yes,no,no,yes,female,,18,no,0,8.0,8,7,13.38142857,0,0.0,8.0,8,7.0,13.38142857,0,10.8,1.4,1.74,0.615,success
single,International student (bachelor),second choice,Advertising and Marketing Management,daytime,Secondary education,65.0,Santomean,,yes,yes,yes,female,no,20,,0,6.0,6,6,,0,0.0,6.0,9,5.0,13.0,0,8.9,1.4,3.51,0.65,success
married,Change of course,second choice,Nursing,daytime,Secondary education,70.0,Portuguese,yes,no,no,yes,female,no,27,no,0,8.0,8,8,13.81375,0,0.0,8.0,8,8.0,13.81375,0,9.4,-0.8,-3.12,0.5285,success
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,65.0,Portuguese,yes,no,no,yes,female,yes,18,no,0,6.0,13,6,16.46153846,0,0.0,6.0,8,6.0,13.875,0,15.5,2.8,-4.06,0.6325,success
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,63.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,7.0,8,7,12.13571429,0,0.0,8.0,10,7.0,13.32857143,0,12.4,0.5,1.79,0.5775,success
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,70.0,Portuguese,no,no,no,yes,female,no,21,no,0,6.0,12,3,10.66666667,2,0.0,6.0,12,,12.0,0,15.5,2.8,-4.06,0.7,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,68.5,Portuguese,no,no,no,yes,male,no,19,no,0,6.0,6,6,12.83333333,0,0.0,6.0,8,6.0,11.83333333,0,10.8,1.4,1.74,0.664,success
single,2nd phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,73.0,Portuguese,yes,no,yes,yes,female,no,22,,12,,19,12,11.83333333,0,10.0,17.0,22,11.0,11.25,0,11.1,0.6,2.02,0.6775,success
single,Holders of other higher courses,second choice,Informatics Engineering,daytime,Higher education - degree,60.0,Portuguese,no,no,no,no,male,no,40,no,1,5.0,7,1,13.0,0,2.0,5.0,5,2.0,14.0,0,12.7,3.7,-1.7,0.6,failure
divorced,Over 23 years old,second choice,Journalism and Communication,,Basic education 2nd cycle (6th/7th/8th year) or equiv.,66.55,Portuguese,no,no,no,yes,female,no,40,no,0,6.0,8,5,13.0,0,0.0,6.0,7,5.0,12.6,0,16.2,0.3,-0.92,0.665,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,67.0,Portuguese,no,no,yes,yes,female,no,18,no,0,6.0,10,6,11.85714286,0,0.0,6.0,9,5.0,11.0,0,13.9,-0.3,0.79,0.6545000000000001,success
married,Over 23 years old,second choice,Nursing,daytime,Secondary education,70.0,Portuguese,no,,no,yes,male,no,26,no,0,8.0,8,7,13.07571429,0,0.0,8.0,8,7.0,13.07571429,0,10.8,1.4,1.74,0.6365,success
single,2nd phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,62.0,Portuguese,yes,no,no,yes,male,no,20,no,0,6.0,11,3,13.66666667,0,0.0,6.0,13,4.0,10.25,0,9.4,-0.8,-3.12,0.6395000000000001,success
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,73.0,Portuguese,no,no,no,yes,female,no,44,no,0,6.0,6,6,14.83333333,0,0.0,6.0,6,6.0,14.16666667,0,10.8,1.4,1.74,0.6025,success
single,1st phase - special contingent (Madeira Island),fourth choice,Veterinary Nursing,daytime,Secondary education,65.0,Portuguese,yes,no,no,yes,female,yes,18,no,0,6.0,14,6,14.33333333,0,0.0,6.0,9,6.0,12.0,0,15.5,2.8,-4.06,0.5975,success
single,2nd phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,65.0,Portuguese,no,no,no,yes,male,no,20,no,0,6.0,6,6,14.16666667,0,0.0,6.0,8,6.0,12.33333333,0,11.1,0.6,2.02,0.657,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,58.5,Portuguese,yes,no,no,yes,female,no,20,no,0,5.0,9,2,10.0,0,0.0,5.0,10,2.0,11.0,0,7.6,2.6,0.32,0.601,success
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,71.0,Portuguese,no,no,no,yes,female,yes,18,no,0,5.0,5,5,11.2,0,0.0,5.0,5,5.0,11.8,0,11.1,0.6,2.02,0.6365,success
single,Change of course,second choice,Equinculture,daytime,Secondary education,60.0,Spanish,no,,yes,yes,female,no,21,yes,2,5.0,9,5,13.2,2,0.0,5.0,7,2.0,12.5,2,10.8,1.4,1.74,0.6,success
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,80.0,Portuguese,yes,no,no,yes,male,no,23,no,1,6.0,10,5,12.5,0,1.0,6.0,8,,13.5,0,12.4,0.5,1.79,0.8,failure
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,yes,female,no,32,no,0,6.0,8,5,13.8,0,0.0,6.0,7,6.0,12.16666667,0,9.4,-0.8,-3.12,0.5625,success
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,66.5,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,11,1,13.0,0,0.0,5.0,10,0.0,0.0,0,7.6,2.6,0.32,0.6685,failure
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,63.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,8.0,8,7,12.78571429,0,0.0,8.0,8,7.0,12.78571429,0,12.7,3.7,-1.7,0.594,success
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,75.0,Portuguese,yes,no,no,yes,female,no,18,no,0,8.0,8,7,13.61428571,0,0.0,8.0,8,,13.61428571,0,12.7,,-1.7,0.654,success
single,1st phase - general contingent,sixth choice,Journalism and Communication,daytime,Secondary education,65.5,Portuguese,yes,no,yes,no,male,no,18,no,0,6.0,6,0,0.0,0,0.0,6.0,0,0.0,0.0,0,11.1,0.6,2.02,0.662,failure
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,male,no,26,,11,15.0,15,11,10.81818182,0,12.0,14.0,15,11.0,11.63636364,1,7.6,2.6,0.32,0.6265,failure
divorced,Over 23 years old,second choice,Journalism and Communication,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,,female,no,39,,0,,10,4,11.25,0,0.0,6.0,6,6.0,11.33333333,0,10.8,1.4,1.74,0.5875,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,74.0,Portuguese,yes,no,no,yes,female,no,21,no,6,12.0,12,8,13.875,0,4.0,11.0,13,9.0,12.7,1,8.9,,3.51,0.6579999999999999,failure
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,63.5,Portuguese,yes,no,no,yes,female,no,18,no,0,,7,6,12.16666667,0,0.0,6.0,10,4.0,12.75,0,10.8,1.4,1.74,0.6859999999999999,success
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,65.0,Portuguese,no,no,no,yes,female,no,27,no,0,5.0,12,5,10.6,0,0.0,5.0,10,5.0,11.0,0,9.4,-0.8,-3.12,0.6,failure
single,1st phase - special contingent (Azores Island),second choice,Veterinary Nursing,daytime,Secondary education,75.0,Portuguese,no,no,no,,female,no,18,no,0,5.0,9,3,12.0,1,0.0,5.0,6,4.0,13.0,0,7.6,2.6,0.32,0.6970000000000001,success
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,70.0,Portuguese,yes,no,no,yes,female,no,20,no,2,6.0,11,5,14.2,0,0.0,6.0,12,2.0,13.5,0,13.9,-0.3,0.79,0.7,success
single,2nd phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,65.0,Portuguese,yes,no,no,yes,female,,20,no,0,6.0,6,6,14.33333333,0,0.0,6.0,6,6.0,15.5,0,12.4,0.5,1.79,0.631,success
married,Holders of other higher courses,second choice,Management,daytime,Higher education - degree,70.0,Portuguese,no,no,no,yes,female,no,23,no,0,5.0,0,0,0.0,0,0.0,5.0,0,0.0,0.0,0,7.6,2.6,0.32,0.7,failure
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,68.5,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,6,6,13.66666667,0,0.0,6.0,6,6.0,14.5,0,12.7,3.7,-1.7,0.6465000000000001,success
single,2nd phase - general contingent,third choice,Advertising and Marketing Management,daytime,Secondary education,61.5,Portuguese,,no,yes,no,female,no,18,no,0,5.0,8,3,12.0,0,0.0,5.0,6,4.0,10.75,0,7.6,2.6,0.32,0.573,failure
single,1st phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,68.0,Portuguese,yes,no,no,yes,female,yes,18,no,0,6.0,6,6,14.0,0,0.0,6.0,8,6.0,13.625,0,10.8,1.4,1.74,0.626,success
single,2nd phase - general contingent,second choice,Communication Design,daytime,Secondary education,67.0,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,7,5,10.8,1,0.0,6.0,6,0.0,0.0,0,7.6,2.6,0.32,0.6665000000000001,failure
,2nd phase - general contingent,second choice,Management (evening attendance),evening,Secondary education,70.0,Portuguese,no,no,no,yes,female,no,20,no,0,5.0,0,0,0.0,0,0.0,5.0,0,,0.0,0,11.1,0.6,2.02,0.6365,failure
single,3rd phase - general contingent,second choice,Management,daytime,Secondary education,50.0,Portuguese,yes,no,no,yes,female,no,24,no,0,5.0,5,5,10.8,0,0.0,5.0,11,2.0,11.0,0,10.8,1.4,1.74,0.509,success
single,1st phase - general contingent,second choice,Social Service (evening attendance),evening,Secondary education,63.0,Portuguese,no,no,no,yes,female,no,32,no,0,6.0,0,0,,0,0.0,6.0,0,0.0,0.0,0,7.6,2.6,0.32,0.7120000000000001,failure
single,2nd phase - general contingent,sixth choice,Journalism and Communication,daytime,Secondary education,56.5,Portuguese,yes,no,yes,yes,female,no,19,no,0,6.0,6,5,11.6,0,0.0,6.0,6,6.0,12.5,0,8.9,1.4,3.51,0.551,success
single,1st phase - special contingent (Madeira Island),third choice,Animation and Multimedia Design,daytime,Secondary education,72.5,Portuguese,yes,no,no,,,no,18,,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,12.4,0.5,1.79,0.718,success
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,no,yes,male,no,54,no,4,9.0,9,9,14.33333333,0,2.0,7.0,7,7.0,13.85714286,0,8.9,1.4,3.51,0.8125,success
single,Change of course,fourth choice,Animation and Multimedia Design,daytime,Secondary education,70.0,Portuguese,yes,no,no,yes,female,no,21,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,9.4,-0.8,-3.12,0.7170000000000001,failure
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,65.0,Portuguese,no,no,no,yes,,no,24,,0,6.0,7,0,0.0,0,0.0,6.0,10,0.0,0.0,0,12.4,0.5,1.79,0.6305,failure
married,Over 23 years old,second choice,Journalism and Communication,daytime,Other - 11th year of schooling,50.0,Portuguese,no,no,no,yes,female,no,24,no,0,6.0,6,6,12.16666667,0,0.0,,6,6.0,13.83333333,0,7.6,2.6,0.32,0.5,success
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,63.5,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,9,6,13.57142857,0,0.0,6.0,11,4.0,14.0,0,12.4,0.5,1.79,0.635,success
widower,1st phase - general contingent,third choice,Veterinary Nursing,daytime,Secondary education,67.5,Portuguese,yes,no,no,yes,female,no,21,no,0,5.0,8,0,0.0,4,0.0,5.0,12,0.0,0.0,4,10.8,1.4,1.74,0.647,failure
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,66.55,Portuguese,no,,no,yes,male,no,34,no,0,6.0,15,5,13.33333333,0,0.0,6.0,15,5.0,12.4,0,12.4,0.5,1.79,0.7290000000000001,success
single,International student (bachelor),second choice,Advertising and Marketing Management,daytime,,66.55,Brazilian,no,no,no,yes,female,no,21,yes,2,7.0,9,7,14.66666667,0,1.0,6.0,8,6.0,14.0,0,11.1,0.6,2.02,0.5,success
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,72.0,Portuguese,yes,no,no,yes,female,yes,19,,0,7.0,7,6,14.15,0,0.0,7.0,7,6.0,14.15,0,7.6,2.6,0.32,0.68,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,78.0,Portuguese,yes,no,no,yes,male,no,22,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,7.6,2.6,0.32,0.85,success
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,yes,no,male,no,45,no,0,5.0,9,0,0.0,0,0.0,5.0,11,0.0,0.0,0,12.4,0.5,1.79,0.664,failure
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,75.5,German,no,no,no,yes,female,yes,18,yes,0,6.0,6,6,13.33333333,0,0.0,6.0,6,6.0,14.16666667,0,12.7,,-1.7,0.7325,success
single,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,89.0,Portuguese,no,no,no,yes,male,no,34,no,0,6.0,13,2,13.5,0,0.0,6.0,6,0.0,0.0,0,15.5,2.8,-4.06,0.7885,failure
single,2nd phase - general contingent,third choice,Veterinary Nursing,daytime,,66.55,Portuguese,yes,,yes,no,male,no,19,no,0,6.0,10,5,12.5,0,0.0,6.0,19,2.0,13.5,0,12.4,0.5,1.79,0.5,failure
single,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,58.5,Portuguese,yes,no,no,yes,female,yes,18,no,0,7.0,7,7,13.11714286,0,0.0,8.0,9,7.0,12.6,0,11.1,0.6,2.02,0.5465,success
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,65.0,Portuguese,no,no,yes,yes,female,no,24,no,0,6.0,8,6,13.28571429,0,0.0,6.0,13,,12.875,0,11.1,0.6,2.02,0.6345000000000001,success
single,Change of course,second choice,Nursing,daytime,Frequency of higher education,67.0,Portuguese,yes,no,no,yes,female,no,19,no,0,7.0,7,6,13.33333333,0,0.0,7.0,7,6.0,13.33333333,0,7.6,2.6,0.32,0.602,success
single,2nd phase - general contingent,fifth choice,Tourism,daytime,Secondary education,62.5,Portuguese,yes,no,no,yes,female,no,20,no,0,6.0,6,6,11.0,0,0.0,6.0,8,4.0,12.75,0,9.4,-0.8,-3.12,0.578,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,74.0,Portuguese,yes,no,no,yes,male,no,18,no,0,7.0,7,6,13.35,0,0.0,7.0,7,6.0,13.35,0,7.6,2.6,0.32,0.674,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,73.5,Portuguese,yes,no,no,yes,female,no,21,no,13,17.0,20,17,12.0,0,14.0,17.0,18,17.0,12.66666667,0,11.1,0.6,2.02,0.7595000000000001,success
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,63.0,Portuguese,no,no,no,yes,female,yes,19,no,0,6.0,6,6,13.66666667,0,0.0,6.0,9,6.0,13.66666667,0,8.9,1.4,3.51,0.611,success
,1st phase - general contingent,second choice,Management,daytime,Secondary education,57.5,Portuguese,no,no,no,yes,male,no,21,,0,5.0,9,1,10.0,0,0.0,5.0,10,1.0,10.0,0,7.6,2.6,0.32,0.5925,failure
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,94.0,Portuguese,yes,no,no,yes,female,no,18,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,15.5,2.8,-4.06,0.8915000000000001,failure
single,2nd phase - general contingent,second choice,Tourism,daytime,Secondary education,56.5,Portuguese,,no,no,yes,,no,20,no,0,,8,5,11.2,0,0.0,6.0,12,3.0,11.66666667,0,7.6,2.6,0.32,0.586,failure
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Other - 11th year of schooling,66.55,Portuguese,no,no,yes,no,male,no,40,no,0,6.0,13,0,0.0,0,0.0,6.0,6,0.0,0.0,0,15.5,2.8,-4.06,0.6,failure
single,1st phase - general contingent,fourth choice,Nursing,daytime,Secondary education,67.5,Portuguese,yes,no,yes,yes,female,yes,18,no,0,7.0,8,7,12.65,0,0.0,8.0,9,8.0,12.44555556,0,15.5,2.8,-4.06,0.6315,success
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,female,no,18,no,0,5.0,9,4,14.25,0,0.0,5.0,8,5.0,12.71428571,0,10.8,1.4,1.74,0.5665,success
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,74.0,Portuguese,no,no,no,no,male,no,28,no,0,5.0,5,0,,0,0.0,5.0,6,0.0,0.0,0,12.4,0.5,1.79,0.6545000000000001,failure
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,56.0,Portuguese,no,no,no,yes,female,no,20,no,0,5.0,7,4,11.75,0,0.0,5.0,7,5.0,11.8,1,7.6,2.6,0.32,0.5529999999999999,success
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,59.5,Portuguese,yes,,no,yes,female,no,20,no,0,5.0,6,3,13.0,0,0.0,5.0,7,3.0,13.0,1,7.6,2.6,0.32,0.5985,success
married,Holders of other higher courses,second choice,Animation and Multimedia Design,daytime,Higher education - degree,60.0,Portuguese,yes,no,no,yes,male,no,37,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,7.6,2.6,0.32,0.65,failure
single,Change of course,second choice,Nursing,daytime,Secondary education,60.0,Portuguese,,no,no,yes,male,no,23,no,0,7.0,14,5,11.94,0,0.0,7.0,14,6.0,12.2,0,13.9,-0.3,0.79,0.6829999999999999,failure
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,58.5,Portuguese,yes,no,no,yes,female,no,19,no,0,7.0,12,5,,0,0.0,7.0,9,6.0,11.70833333,0,11.1,0.6,2.02,0.5870000000000001,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,81.5,Portuguese,yes,no,no,,female,no,18,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.1,0.6,2.02,0.878,success
single,Change of course,second choice,Management,daytime,Secondary education,61.0,Portuguese,no,no,no,yes,male,no,21,no,0,5.0,11,2,10.5,0,0.0,5.0,13,0.0,0.0,0,12.7,3.7,-1.7,0.5945,failure
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,60.0,Portuguese,yes,no,no,,female,yes,19,,0,7.0,8,6,13.075,0,0.0,8.0,10,7.0,12.05,0,12.4,0.5,1.79,0.5755,success
single,Over 23 years old,second choice,Agronomy,daytime,Other - 11th year of schooling,66.55,Portuguese,no,no,no,yes,,no,29,no,0,6.0,17,0,0.0,2,0.0,6.0,8,0.0,0.0,0,15.5,2.8,-4.06,0.65,failure
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,57.5,Portuguese,yes,,no,yes,female,no,20,no,0,6.0,10,4,10.5,0,0.0,6.0,8,4.0,11.75,0,7.6,2.6,0.32,0.542,success
single,2nd phase - general contingent,second choice,Nursing,daytime,Secondary education,78.5,Portuguese,no,no,no,yes,male,no,18,no,0,8.0,8,7,13.55714286,0,0.0,8.0,8,7.0,13.55714286,0,12.7,3.7,-1.7,0.6940000000000001,success
single,2nd phase - general contingent,second choice,Social Service,daytime,Secondary education,66.0,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,9,4,11.5,0,0.0,6.0,10,4.0,10.75,0,7.6,2.6,0.32,0.618,success
single,1st phase - general contingent,seventh choice,Social Service,daytime,Secondary education,56.5,Portuguese,yes,no,yes,yes,female,yes,20,no,0,6.0,8,5,11.6,0,0.0,6.0,8,4.0,11.75,0,8.9,1.4,3.51,0.5615,success
single,2nd phase - general contingent,second choice,Social Service (evening attendance),evening,Secondary education,66.0,Portuguese,no,no,no,yes,female,no,18,no,0,6.0,8,5,12.2,0,0.0,6.0,10,5.0,12.8,0,10.8,1.4,1.74,0.606,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,63.0,Portuguese,no,no,no,yes,female,no,19,no,0,7.0,8,6,13.29666667,0,0.0,8.0,9,7.0,14.11428571,0,11.1,0.6,2.02,0.6195,success
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,65.0,Portuguese,,no,no,yes,,no,28,no,7,13.0,19,8,11.625,0,5.0,10.0,17,6.0,11.0,0,15.5,2.8,-4.06,0.6,success
single,Over 23 years old,second choice,Oral Hygiene,daytime,Secondary education,70.0,Portuguese,yes,no,yes,no,female,yes,24,no,0,7.0,14,5,12.36,0,1.0,8.0,15,5.0,12.0,0,8.9,1.4,3.51,0.53,failure
single,1st phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,59.0,Portuguese,yes,no,yes,yes,male,no,19,no,0,6.0,6,6,12.0,0,0.0,6.0,7,6.0,13.57142857,0,8.9,1.4,3.51,0.55,success
single,1st phase - general contingent,second choice,Management (evening attendance),evening,Secondary education,71.5,Portuguese,no,no,no,yes,female,yes,20,no,0,5.0,5,5,,0,0.0,5.0,6,,12.83333333,0,10.8,1.4,1.74,0.675,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,69.0,Portuguese,no,no,no,yes,male,yes,19,no,0,7.0,9,7,14.24444444,0,0.0,8.0,12,8.0,12.23333333,0,15.5,,-4.06,0.634,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,,no,20,no,0,5.0,10,4,11.75,0,0.0,5.0,8,5.0,11.8,0,11.1,0.6,2.02,0.475,success
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,72.5,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,7,6,12.66666667,0,0.0,6.0,8,,12.25,0,7.6,2.6,0.32,0.6585,success
single,Transfer,second choice,Informatics Engineering,daytime,Secondary education,70.0,Portuguese,no,no,yes,no,male,no,31,no,0,,4,0,0.0,0,0.0,5.0,5,,0.0,0,12.7,3.7,-1.7,0.6,failure
single,2nd phase - general contingent,fourth choice,Management,daytime,Secondary education,67.5,Portuguese,yes,no,no,yes,male,yes,18,no,0,5.0,8,5,12.75,0,0.0,5.0,7,5.0,11.5,0,13.9,-0.3,0.79,0.605,success
married,Over 23 years old,second choice,Management (evening attendance),,Secondary education,66.55,Portuguese,no,no,no,yes,female,,27,no,0,5.0,5,2,10.5,0,0.0,5.0,5,0.0,0.0,0,7.6,2.6,0.32,0.6325,failure
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,69.0,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,6,6,12.83333333,0,0.0,6.0,7,6.0,13.28571429,0,15.5,2.8,-4.06,0.6585,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,62.0,Portuguese,no,no,no,yes,female,no,19,no,0,6.0,8,6,11.5,0,0.0,6.0,7,6.0,11.16666667,0,7.6,2.6,0.32,0.6465000000000001,success
single,2nd phase - general contingent,second choice,Social Service,daytime,Secondary education,67.5,Portuguese,no,no,no,yes,female,no,21,no,0,6.0,0,0,0.0,0,0.0,6.0,0,0.0,0.0,0,16.2,0.3,-0.92,0.635,failure
divorced,Over 23 years old,third choice,Oral Hygiene,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,yes,female,yes,37,no,0,7.0,10,7,10.98571429,0,0.0,8.0,11,8.0,12.3,0,10.8,1.4,1.74,0.615,success
married,Change of course,second choice,Management (evening attendance),evening,Secondary education,57.0,Portuguese,no,no,no,yes,male,no,49,no,0,5.0,7,4,13.33333333,0,0.0,5.0,9,4.0,11.6,1,16.2,0.3,-0.92,0.5835,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,63.5,Portuguese,no,no,no,yes,male,no,19,no,0,6.0,9,5,10.8,0,0.0,6.0,11,5.0,11.0,0,7.6,2.6,0.32,0.6265,success
single,Change of course,second choice,Tourism,daytime,Secondary education,55.0,Portuguese,no,no,no,no,male,no,31,no,3,8.0,19,5,12.16666667,0,3.0,7.0,12,5.0,12.0,0,7.6,2.6,0.32,0.625,failure
single,Over 23 years old,second choice,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,yes,female,,28,no,0,7.0,15,1,,0,0.0,7.0,10,1.0,10.0,0,13.9,-0.3,0.79,0.574,failure
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,76.5,Portuguese,yes,no,no,yes,female,yes,20,no,0,8.0,8,7,15.79857143,0,0.0,8.0,8,7.0,15.79857143,0,10.8,1.4,1.74,0.6925,success
single,Over 23 years old,second choice,Informatics Engineering,daytime,Secondary education,69.5,Portuguese,no,no,yes,yes,male,no,24,no,0,5.0,12,1,10.0,0,0.0,5.0,11,1.0,11.0,0,8.9,1.4,3.51,0.5515,success
single,1st phase - general contingent,fifth choice,Social Service,daytime,Secondary education,63.5,Portuguese,yes,no,no,yes,,no,20,no,0,6.0,8,6,,0,0.0,6.0,6,6.0,11.33333333,0,7.6,2.6,0.32,0.637,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,67.5,Portuguese,no,yes,yes,no,male,no,19,no,0,6.0,6,4,11.5,0,0.0,6.0,6,5.0,11.0,0,8.9,1.4,3.51,0.6104999999999999,failure
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,72.0,Portuguese,no,no,no,no,female,no,23,no,0,5.0,9,0,0.0,3,1.0,5.0,10,1.0,12.0,3,10.8,1.4,1.74,0.6884999999999999,failure
single,Short cycle diploma holders,second choice,Veterinary Nursing,daytime,Professional higher technical course,75.0,Portuguese,yes,no,no,yes,female,no,20,no,7,11.0,13,11,14.61538462,0,4.0,9.0,11,9.0,13.7,0,8.9,1.4,3.51,0.726,success
single,1st phase - special contingent (Azores Island),fourth choice,Communication Design,daytime,Secondary education,78.5,Portuguese,yes,no,no,yes,female,no,18,no,0,,6,6,12.66666667,0,0.0,6.0,8,6.0,14.125,0,10.8,1.4,1.74,0.6905,success
single,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,66.55,Portuguese,yes,no,no,yes,female,yes,19,no,0,7.0,7,6,12.80833333,0,0.0,8.0,11,7.0,12.82571429,0,12.4,0.5,1.79,0.598,success
